timestamp,open,high,low,close,volume
2025-01-01 06:25:00,43120.00,43200.00,43100.00,43180.00,255.5
2025-01-01 06:30:00,43180.00,43250.00,43150.00,43220.00,252.3
2025-01-01 06:35:00,43220.00,43280.00,43180.00,43250.00,249.1
2025-01-01 06:40:00,43250.00,43300.00,43200.00,43270.00,246.2
2025-01-01 06:45:00,43270.00,43320.00,43220.00,43290.00,243.5
2025-01-01 06:50:00,43290.00,43350.00,43250.00,43310.00,240.8
2025-01-01 06:55:00,43310.00,43350.00,43200.00,43230.00,248.3
2025-01-01 07:00:00,43230.00,43280.00,43100.00,43120.00,255.7
2025-01-01 07:05:00,43120.00,43180.00,43000.00,43050.00,262.1
2025-01-01 07:10:00,43050.00,43100.00,42950.00,42980.00,270.5
2025-01-01 07:15:00,42980.00,43050.00,42900.00,42930.00,278.2
2025-01-01 07:20:00,42930.00,43000.00,42850.00,42870.00,285.6
2025-01-01 07:25:00,42870.00,42950.00,42800.00,42820.00,292.3
2025-01-01 07:30:00,42820.00,42900.00,42750.00,42780.00,300.1
2025-01-01 07:35:00,42780.00,42850.00,42720.00,42750.00,307.5
2025-01-01 07:40:00,42750.00,42800.00,42680.00,42700.00,315.2
2025-01-01 07:45:00,42700.00,42750.00,42650.00,42680.00,322.8
2025-01-01 07:50:00,42680.00,42720.00,42600.00,42630.00,330.5
2025-01-01 07:55:00,42630.00,42680.00,42580.00,42610.00,338.1
2025-01-01 08:00:00,42610.00,42700.00,42580.00,42670.00,325.4
2025-01-01 08:05:00,42670.00,42750.00,42650.00,42730.00,318.7
2025-01-01 08:10:00,42730.00,42820.00,42710.00,42800.00,312.1
2025-01-01 08:15:00,42800.00,42880.00,42780.00,42860.00,305.5
2025-01-01 08:20:00,42860.00,42950.00,42840.00,42920.00,298.9
